,offense,defense,home,away,offense_score,defense_score,period,yard_line,ytg,down,distance,scoring,yg,play_type,ppa,offVal,defVal,playOutcomeClass
7926,Tulane,Tulsa,Tulsa,Tulane,7,0,1,10,10,2,8,True,10,Passing Touchdown,2.698729609801552,191.67,168.09,1
7927,Tulane,Tulsa,Tulsa,Tulane,7,3,1,6,6,1,6,False,3,Rush,-0.158934842894816,191.67,168.09,1
7928,Tulane,Tulsa,Tulsa,Tulane,7,3,1,4,4,3,4,False,1,Rush,-0.2203736230258005,191.67,168.09,1
7929,Tulane,Tulsa,Tulsa,Tulane,24,13,4,19,19,1,10,False,2,Rush,-0.199249940829709,191.67,168.09,1
7930,Tulane,Tulsa,Tulsa,Tulane,24,13,4,17,17,2,8,False,1,Rush,-0.2990368818879416,191.67,168.09,1
7931,Tulane,Tulsa,Tulsa,Tulane,24,13,4,18,18,3,9,False,2,Rush,-0.3333878722322936,191.67,168.09,1
7932,Tulsa,Memphis,Memphis,Tulsa,0,0,1,10,10,2,10,False,4,Rush,-0.0245419486732634,156.83,115.41,1
7933,Memphis,Tulsa,Memphis,Tulsa,17,3,2,97,3,1,3,True,3,Rushing Touchdown,1.464451732731337,155.55,168.09,1
7934,Memphis,Tulsa,Memphis,Tulsa,17,3,2,82,18,1,10,False,1,Rush,-0.27260880361605,155.55,168.09,1
7935,Memphis,Tulsa,Memphis,Tulsa,17,3,2,83,17,3,9,False,4,Pass Reception,-0.0722565470903083,155.55,168.09,1
7936,Tulsa,Memphis,Memphis,Tulsa,10,23,4,13,13,1,10,True,13,Passing Touchdown,2.538929215045847,156.83,115.41,1
7937,Memphis,Tulsa,Memphis,Tulsa,23,10,4,84,16,3,6,False,2,Rush,-0.2671110130627954,155.55,168.09,1
7938,South Florida,Tulsa,Tulsa,South Florida,0,0,1,13,13,1,10,False,1,Rush,-0.239885200119727,144.3,168.09,1
7939,South Florida,Tulsa,Tulsa,South Florida,0,0,1,12,12,2,9,False,4,Rush,-0.026387439337263,144.3,168.09,1
7940,South Florida,Tulsa,Tulsa,South Florida,0,0,1,8,8,3,5,False,1,Rush,-0.253504954892877,144.3,168.09,1
7941,Tulsa,South Florida,Tulsa,South Florida,7,10,1,97,3,2,3,True,3,Rushing Touchdown,2.211424613960093,156.83,251.6,1
7942,Tulsa,South Florida,Tulsa,South Florida,7,13,2,84,16,2,4,False,7,Rush,0.034019912095296,156.83,251.6,1
7943,Tulsa,South Florida,Tulsa,South Florida,7,13,2,91,9,1,9,False,8,Rush,0.523885586173462,156.83,251.6,1
7944,Tulsa,South Florida,Tulsa,South Florida,14,13,2,99,1,2,1,True,1,Rushing Touchdown,1.900352237473006,156.83,251.6,1
7945,Tulsa,South Florida,Tulsa,South Florida,21,13,2,87,13,1,10,False,3,Rush,-0.098600859057136,156.83,251.6,1
7946,Tulsa,South Florida,Tulsa,South Florida,28,13,2,90,10,2,7,True,10,Rushing Touchdown,2.637530074102983,156.83,251.6,1
7947,South Florida,Tulsa,Tulsa,South Florida,20,28,2,18,18,2,4,True,18,Passing Touchdown,2.488136384944466,144.3,168.09,1
7948,Tulsa,South Florida,Tulsa,South Florida,28,20,2,86,14,1,10,False,4,Pass Reception,-0.0183111493425885,156.83,251.6,1
7949,Tulsa,South Florida,Tulsa,South Florida,31,20,3,97,3,1,3,False,2,Rush,-0.435900504741669,156.83,251.6,1
7950,Tulsa,South Florida,Tulsa,South Florida,38,20,3,99,1,2,1,True,1,Rushing Touchdown,1.900352237473006,156.83,251.6,1
7951,South Florida,Tulsa,Tulsa,South Florida,20,38,3,8,8,1,8,False,2,Rush,-0.209067424082246,144.3,168.09,1
7952,South Florida,Tulsa,Tulsa,South Florida,27,38,3,6,6,2,6,True,6,Rushing Touchdown,2.528666992781938,144.3,168.09,1
7953,South Florida,Tulsa,Tulsa,South Florida,35,38,3,17,17,1,10,True,17,Passing Touchdown,2.579903102784414,144.3,168.09,1
7954,Tulsa,South Florida,Tulsa,South Florida,38,35,4,82,18,1,10,False,15,Rush,1.127340976339254,156.83,251.6,1
7955,Tulsa,South Florida,Tulsa,South Florida,38,35,4,97,3,1,3,False,2,Rush,-0.435900504741669,156.83,251.6,1
7956,Tulsa,South Florida,Tulsa,South Florida,45,35,4,99,1,1,1,True,1,Rushing Touchdown,0.938021275120443,156.83,251.6,1
7957,Tulsa,South Florida,Tulsa,South Florida,45,35,4,94,6,2,6,False,3,Rush,-0.095895406997053,156.83,251.6,1
7958,Houston,Tulsa,Houston,Tulsa,0,0,1,88,12,1,10,False,2,Pass Reception,-0.1686350677656265,263.45,168.09,1
7959,Tulsa,Houston,Houston,Tulsa,0,7,1,17,17,1,10,False,6,Pass Reception,0.18290098819408,156.83,168.49,1
7960,Tulsa,Houston,Houston,Tulsa,6,17,2,5,5,1,5,False,2,Rush,-0.327643773401219,156.83,168.49,1
7961,Tulsa,Houston,Houston,Tulsa,6,17,2,8,8,2,8,False,6,Rush,0.131940670670204,156.83,168.49,1
7962,Tulsa,Houston,Houston,Tulsa,6,17,2,2,2,3,2,False,1,Rush,-0.24092369079324,156.83,168.49,1
7963,Tulsa,Houston,Houston,Tulsa,13,17,2,1,1,4,1,True,1,Passing Touchdown,2.785753974856101,156.83,168.49,1
7964,Houston,Tulsa,Houston,Tulsa,24,13,2,87,13,1,10,True,13,Passing Touchdown,2.538929215045847,263.45,168.09,1
7965,Houston,Tulsa,Houston,Tulsa,24,27,3,86,14,1,10,False,10,Pass Reception,0.8600926564651065,263.45,168.09,1
7966,Houston,Tulsa,Houston,Tulsa,24,27,3,96,4,1,4,False,1,Rush,-0.523234095246118,263.45,168.09,1
7967,Houston,Tulsa,Houston,Tulsa,27,37,4,89,11,1,10,False,5,Rush,0.075035529409716,263.45,168.09,1
7968,Oregon State,Boise State,Oregon State,Boise State,14,0,2,94,6,2,6,False,3,Rush,-0.095895406997053,182.01,27.42,1
7969,Boise State,Oregon State,Oregon State,Boise State,0,17,2,18,18,3,12,False,13,Pass Reception,1.6161356401169547,132.85,72.12,1
7970,Oregon State,Boise State,Oregon State,Boise State,24,0,2,88,12,2,1,True,12,Rushing Touchdown,2.004024816101417,182.01,27.42,1
7971,Boise State,Oregon State,Oregon State,Boise State,0,24,2,17,17,3,2,False,3,Pass Reception,0.2272304195156195,132.85,72.12,1
7972,Oregon State,Boise State,Oregon State,Boise State,24,3,3,88,12,3,12,False,7,Rush,0.182391485297785,182.01,27.42,1
7973,Boise State,Oregon State,Oregon State,Boise State,17,27,4,4,4,1,4,True,4,Rushing Touchdown,1.688190518713975,132.85,72.12,1
7974,Boise State,Oregon State,Oregon State,Boise State,17,34,4,14,14,1,10,False,7,Pass Reception,0.3040362457915165,132.85,72.12,1
7975,Boise State,Oregon State,Oregon State,Boise State,17,34,4,7,7,2,3,False,1,Pass Reception,-0.342483445729312,132.85,72.12,1
7976,Oregon State,Fresno State,Fresno State,Oregon State,0,0,1,11,11,2,8,False,6,Rush,0.135564658550038,182.01,130.25,1
7977,Oregon State,Fresno State,Fresno State,Oregon State,0,0,1,5,5,4,2,False,2,Rush,1.443492430356068,182.01,130.25,1
7978,Oregon State,Fresno State,Fresno State,Oregon State,0,0,1,3,3,1,3,False,1,Rush,-0.603484792590886,182.01,130.25,1
7979,Oregon State,Fresno State,Fresno State,Oregon State,7,0,1,2,2,2,2,True,2,Rushing Touchdown,2.067936525322223,182.01,130.25,1
7980,Fresno State,Oregon State,Fresno State,Oregon State,7,14,2,83,17,3,1,False,7,Rush,0.167998261113293,184.03,72.12,1
7981,Fresno State,Oregon State,Fresno State,Oregon State,7,14,2,90,10,2,10,False,7,Pass Reception,0.1746575017223936,184.03,72.12,1
7982,Fresno State,Oregon State,Fresno State,Oregon State,10,14,2,86,14,1,10,False,2,Rush,-0.1755370905391265,184.03,72.12,1
7983,Fresno State,Oregon State,Fresno State,Oregon State,10,14,2,93,7,2,3,False,4,Rush,0.779795196656228,184.03,72.12,1
7984,Fresno State,Oregon State,Fresno State,Oregon State,16,14,3,84,16,1,10,False,5,Rush,0.0743553747013194,184.03,72.12,1
7985,Fresno State,Oregon State,Fresno State,Oregon State,23,14,3,89,11,2,5,True,11,Rushing Touchdown,2.494367346591055,184.03,72.12,1
7986,Oregon State,Fresno State,Fresno State,Oregon State,14,23,3,17,17,1,10,False,8,Rush,0.451122635393853,182.01,130.25,1
7987,Oregon State,Fresno State,Fresno State,Oregon State,14,23,3,9,9,2,2,False,5,Rush,0.440589948676586,182.01,130.25,1
7988,Oregon State,Fresno State,Fresno State,Oregon State,21,23,3,4,4,1,4,True,4,Rushing Touchdown,1.688190518713975,182.01,130.25,1
7989,Oregon State,Fresno State,Fresno State,Oregon State,21,26,4,19,19,1,10,False,2,Rush,-0.199249940829709,182.01,130.25,1
7990,Oregon State,Fresno State,Fresno State,Oregon State,29,26,4,17,17,2,8,True,17,Passing Touchdown,2.803697569467232,182.01,130.25,1
7991,Fresno State,Oregon State,Fresno State,Oregon State,26,29,4,91,9,1,9,False,5,Rush,0.0903475831985075,184.03,72.12,1
7992,Fresno State,Oregon State,Fresno State,Oregon State,32,29,4,96,4,2,4,True,4,Passing Touchdown,2.3338902404479605,184.03,72.12,1
7993,Oregon State,Fresno State,Fresno State,Oregon State,35,32,4,2,2,1,2,True,2,Rushing Touchdown,1.213235297672098,182.01,130.25,1
8017,Oregon State,USC,Oregon State,USC,0,0,2,81,19,2,9,False,7,Pass Reception,0.234986130908378,182.01,143.72,1
8018,Oregon State,USC,Oregon State,USC,0,0,2,88,12,3,2,False,3,Rush,0.248648224431044,182.01,143.72,1
8019,Oregon State,USC,Oregon State,USC,0,0,2,91,9,1,9,False,5,Rush,0.0903475831985075,182.01,143.72,1
8020,Oregon State,USC,Oregon State,USC,7,0,2,96,4,2,4,True,4,Rushing Touchdown,2.3338902404479605,182.01,143.72,1
8021,USC,Oregon State,Oregon State,USC,3,8,3,15,15,2,10,False,5,Pass Reception,0.039420084145814,319.64,72.12,1
8022,USC,Oregon State,Oregon State,USC,3,8,4,10,10,3,5,False,3,Rush,-0.113091791992188,319.64,72.12,1
8023,USC,Oregon State,Oregon State,USC,10,7,4,7,7,4,2,True,7,Rushing Touchdown,2.952848456900776,319.64,72.12,1
8024,Oregon State,USC,Oregon State,USC,14,10,4,82,18,2,6,True,18,Rushing Touchdown,2.677109020987793,182.01,143.72,1
8025,Utah,Oregon State,Utah,Oregon State,7,0,1,81,19,3,4,True,19,Passing Touchdown,2.995220491710944,200.76,72.12,1
8026,Oregon State,Utah,Utah,Oregon State,7,21,2,10,10,2,10,False,4,Rush,-0.0245419486732634,182.01,73.07,1
8027,Oregon State,Utah,Utah,Oregon State,13,21,3,19,19,2,10,False,1,Rush,-0.334562214271012,182.01,73.07,1
8028,Oregon State,Utah,Utah,Oregon State,13,21,3,18,18,3,9,False,5,Pass Reception,0.035655729534282,182.01,73.07,1
8029,Utah,Oregon State,Utah,Oregon State,21,16,3,84,16,1,10,False,7,Pass Reception,0.3060293004171264,200.76,72.12,1
8030,Utah,Oregon State,Utah,Oregon State,21,16,3,91,9,2,3,False,8,Rush,1.324672145754805,200.76,72.12,1
8031,Utah,Oregon State,Utah,Oregon State,28,16,3,84,16,2,16,True,16,Passing Touchdown,3.1765466047076885,200.76,72.12,1
8032,Utah,Oregon State,Utah,Oregon State,35,16,4,94,6,1,6,False,2,Rush,-0.2814004693826835,200.76,72.12,1
8033,Utah,Oregon State,Utah,Oregon State,42,16,4,96,4,2,4,True,4,Passing Touchdown,2.3338902404479605,200.76,72.12,1
8034,Oregon State,Utah,Utah,Oregon State,16,42,4,8,8,1,8,False,3,Rush,-0.118978122830228,182.01,73.07,1
8035,Utah,Oregon State,Utah,Oregon State,42,16,4,81,19,1,10,False,12,Rush,0.407692998310312,200.76,72.12,1
8036,Utah,Oregon State,Utah,Oregon State,42,16,4,93,7,2,7,False,2,Rush,-0.154451161150853,200.76,72.12,1
8037,Utah,Oregon State,Utah,Oregon State,42,16,4,95,5,3,5,False,2,Rush,-0.154746915333792,200.76,72.12,1
8038,Stanford,Oregon State,Stanford,Oregon State,0,0,1,82,18,2,10,False,9,Pass Reception,0.401814640523785,80.29,72.12,1
8039,Stanford,Oregon State,Stanford,Oregon State,0,0,1,91,9,3,1,False,2,Rush,0.343964186658637,80.29,72.12,1
8040,Stanford,Oregon State,Stanford,Oregon State,0,0,1,93,7,1,7,False,4,Pass Reception,-0.014669983632882,80.29,72.12,1
8041,Stanford,Oregon State,Stanford,Oregon State,0,0,1,97,3,2,3,False,2,Rush,-0.242573615219457,80.29,72.12,1
8042,Stanford,Oregon State,Stanford,Oregon State,7,0,1,99,1,3,1,True,1,Rushing Touchdown,2.45399822917955,80.29,72.12,1
8043,Oregon State,Stanford,Stanford,Oregon State,0,7,2,19,19,3,9,False,18,Pass Reception,2.407482979454258,182.01,186.98,1
8044,Oregon State,Stanford,Stanford,Oregon State,7,7,2,1,1,1,1,True,1,Rushing Touchdown,0.938021275120443,182.01,186.98,1
8045,Oregon State,Stanford,Stanford,Oregon State,7,17,3,17,17,1,10,False,2,Rush,-0.1885388219160615,182.01,186.98,1
8046,Oregon State,Washington State,Oregon State,Washington State,0,0,1,90,10,1,10,False,5,Rush,0.075249150719522,182.01,57.87,1
8047,Oregon State,Washington State,Oregon State,Washington State,0,0,1,95,5,2,5,False,4,Rush,-0.01542053764963,182.01,57.87,1
8048,Oregon State,Washington State,Oregon State,Washington State,7,0,1,99,1,3,1,True,1,Rushing Touchdown,2.45399822917955,182.01,57.87,1
8049,Oregon State,Washington State,Oregon State,Washington State,7,0,2,89,11,1,10,False,3,Rush,-0.094911316302818,182.01,57.87,1
8050,Oregon State,Washington State,Oregon State,Washington State,17,3,3,83,17,1,10,True,17,Passing Touchdown,2.579903102784414,182.01,57.87,1
8051,Washington State,Oregon State,Oregon State,Washington State,10,17,3,9,9,1,9,True,9,Passing Touchdown,2.424237823646468,106.83,72.12,1
8052,Oregon State,Washington State,Oregon State,Washington State,17,10,3,96,4,1,4,False,2,Rush,-0.379746006608248,182.01,57.87,1
8053,Oregon State,Washington State,Oregon State,Washington State,24,10,4,98,2,2,2,True,2,Rushing Touchdown,2.067936525322223,182.01,57.87,1
8054,Washington State,Oregon State,Oregon State,Washington State,10,24,4,16,16,2,10,False,1,Rush,-0.285519714780971,106.83,72.12,1
8055,Oregon State,Colorado,Oregon State,Colorado,0,0,1,85,15,1,10,False,8,Rush,0.448246443804154,182.01,269.03,1
8056,Oregon State,Colorado,Oregon State,Colorado,0,0,1,93,7,2,2,False,3,Rush,0.421762127046954,182.01,269.03,1
8057,Oregon State,Colorado,Oregon State,Colorado,7,0,1,96,4,1,4,True,4,Rushing Touchdown,1.688190518713975,182.01,269.03,1
8058,Oregon State,Colorado,Oregon State,Colorado,14,0,2,84,16,1,10,True,16,Passing Touchdown,2.5687227212923744,182.01,269.03,1
8059,Oregon State,Colorado,Oregon State,Colorado,14,3,2,88,12,1,10,False,5,Rush,0.0748456356820665,182.01,269.03,1
8060,Oregon State,Colorado,Oregon State,Colorado,21,3,2,97,3,1,3,True,3,Rushing Touchdown,1.464451732731337,182.01,269.03,1
8061,Colorado,Oregon State,Oregon State,Colorado,3,35,3,19,19,1,10,False,2,Rush,-0.199249940829709,43.36,72.12,1
8062,Colorado,Oregon State,Oregon State,Colorado,3,35,3,17,17,2,8,False,2,Rush,-0.208691622563734,43.36,72.12,1
8063,Colorado,Oregon State,Oregon State,Colorado,3,35,3,2,2,1,2,False,1,Rush,-0.687116939800908,43.36,72.12,1
8064,Colorado,Oregon State,Oregon State,Colorado,9,35,3,1,1,2,1,True,1,Rushing Touchdown,1.900352237473006,43.36,72.12,1
8065,Oregon State,Colorado,Oregon State,Colorado,35,9,4,83,17,2,1,False,2,Rush,-0.492429081919925,182.01,269.03,1
8066,Oregon State,Colorado,Oregon State,Colorado,35,9,4,85,15,2,10,False,8,Rush,0.280273789676688,182.01,269.03,1
8067,Oregon State,Colorado,Oregon State,Colorado,35,9,4,93,7,3,2,False,3,Rush,0.910712440663739,182.01,269.03,1
8068,Oregon State,Colorado,Oregon State,Colorado,42,9,4,96,4,1,4,True,4,Rushing Touchdown,1.688190518713975,182.01,269.03,1
8069,Colorado,Oregon State,Oregon State,Colorado,9,42,4,11,11,2,11,False,1,Rush,-0.2220596760326785,43.36,72.12,1
8070,Oregon State,Washington,Washington,Oregon State,0,0,1,13,13,1,10,False,10,Rush,1.07447748231451,182.01,156.84,1
8071,Oregon State,Washington,Washington,Oregon State,7,0,1,3,3,1,3,True,3,Rushing Touchdown,1.464451732731337,182.01,156.84,1
8072,Oregon State,Washington,Washington,Oregon State,7,0,1,15,15,2,10,False,9,Pass Reception,0.375705438174276,182.01,156.84,1
8073,Oregon State,Washington,Washington,Oregon State,7,0,2,19,19,3,7,False,4,Pass Reception,-0.0711260377835304,182.01,156.84,1
8074,Washington,Oregon State,Washington,Oregon State,0,7,2,85,15,1,10,False,10,Pass Reception,0.674418249006209,292.06,72.12,1
8075,Washington,Oregon State,Washington,Oregon State,0,7,2,95,5,1,5,False,1,Rush,-0.4501093998890865,292.06,72.12,1
8076,Washington,Oregon State,Washington,Oregon State,0,7,2,96,4,2,4,False,2,Rush,-0.2109400436149005,292.06,72.12,1
8077,Washington,Oregon State,Washington,Oregon State,7,7,2,98,2,3,2,True,2,Rushing Touchdown,2.544830284062861,292.06,72.12,1
8078,Washington,Oregon State,Washington,Oregon State,7,14,3,85,15,2,2,False,6,Pass Reception,-0.228908053046972,292.06,72.12,1
8079,Oregon State,Washington,Washington,Oregon State,21,14,3,19,19,3,2,True,19,Rushing Touchdown,2.8270483118158065,182.01,156.84,1
8080,Washington,Oregon State,Washington,Oregon State,21,21,4,96,4,1,4,True,4,Rushing Touchdown,1.688190518713975,292.06,72.12,1
8081,Washington,Oregon State,Washington,Oregon State,21,21,4,85,15,1,10,False,1,Rush,-0.25132662671843,292.06,72.12,1
8082,Washington,Oregon State,Washington,Oregon State,21,21,4,86,14,2,9,False,12,Pass Reception,1.596290418611415,292.06,72.12,1
8083,Oregon State,California,Oregon State,California,0,0,1,90,10,1,10,False,3,Rush,-0.093321625768295,182.01,149.16,1
8084,Oregon State,California,Oregon State,California,0,0,1,93,7,3,7,False,6,Pass Reception,0.098840653864251,182.01,149.16,1
8085,Oregon State,California,Oregon State,California,7,0,1,99,1,4,1,True,1,Rushing Touchdown,2.785753974856101,182.01,149.16,1
8086,Oregon State,California,Oregon State,California,7,0,1,84,16,1,10,False,5,Rush,0.0743553747013194,182.01,149.16,1
8087,Oregon State,California,Oregon State,California,7,0,1,89,11,2,5,False,6,Rush,0.610586506032181,182.01,149.16,1
8088,Oregon State,California,Oregon State,California,14,0,1,95,5,1,5,True,5,Rushing Touchdown,1.883780840558874,182.01,149.16,1
8089,California,Oregon State,Oregon State,California,0,21,2,19,19,2,4,False,3,Rush,-0.155511886158637,124.98,72.12,1
8090,Oregon State,California,Oregon State,California,24,7,3,81,19,3,3,False,6,Rush,0.3758246661111965,182.01,149.16,1
8091,Oregon State,California,Oregon State,California,24,7,3,86,14,2,11,False,6,Pass Reception,0.102721859068648,182.01,149.16,1
8092,Oregon State,California,Oregon State,California,31,7,3,92,8,3,5,True,8,Passing Touchdown,2.805201854502837,182.01,149.16,1
8093,California,Oregon State,Oregon State,California,7,31,4,17,17,1,10,False,9,Pass Reception,0.617442994607249,124.98,72.12,1
8094,California,Oregon State,Oregon State,California,7,31,4,8,8,2,1,False,3,Rush,0.078679267618291,124.98,72.12,1
8095,Oregon State,California,Oregon State,California,31,10,4,86,14,1,10,False,13,Rush,1.6102619000586385,182.01,149.16,1
8096,Oregon State,California,Oregon State,California,38,10,4,98,2,2,2,True,2,Passing Touchdown,2.067936525322223,182.01,149.16,1
8097,Oregon State,Arizona State,Arizona State,Oregon State,0,0,1,18,18,1,10,False,13,Rush,0.708011868511717,182.01,165.63,1
8098,Oregon State,Arizona State,Arizona State,Oregon State,7,0,1,5,5,1,5,True,5,Rushing Touchdown,1.883780840558874,182.01,165.63,1
8099,Arizona State,Oregon State,Arizona State,Oregon State,0,7,1,86,14,1,10,False,1,Rush,-0.2453531896168325,118.37,72.12,1
8100,Arizona State,Oregon State,Arizona State,Oregon State,0,7,1,85,15,3,11,False,5,Pass Reception,0.0294074900634607,118.37,72.12,1
8101,Arizona State,Oregon State,Arizona State,Oregon State,0,7,2,84,16,1,10,False,5,Rush,0.0743553747013194,118.37,72.12,1
8102,Arizona State,Oregon State,Arizona State,Oregon State,7,7,2,89,11,2,5,True,11,Rushing Touchdown,2.494367346591055,118.37,72.12,1
8103,Oregon State,Arizona State,Arizona State,Oregon State,14,7,3,18,18,1,10,False,6,Rush,0.1838527971014785,182.01,165.63,1
8104,Oregon State,Arizona State,Arizona State,Oregon State,21,7,3,12,12,2,4,True,12,Rushing Touchdown,2.4079399119691125,182.01,165.63,1
8105,Oregon State,Arizona State,Arizona State,Oregon State,21,7,3,10,10,1,10,False,2,Rush,-0.162944112483623,182.01,165.63,1
8106,Oregon State,Arizona State,Arizona State,Oregon State,28,7,3,8,8,3,8,True,8,Rushing Touchdown,2.946086184191255,182.01,165.63,1
8107,Oregon State,Arizona State,Arizona State,Oregon State,28,7,4,11,11,1,10,False,3,Rush,-0.094911316302818,182.01,165.63,1
8108,Oregon State,Arizona State,Arizona State,Oregon State,31,7,4,19,19,1,10,False,8,Rush,0.45535034140422,182.01,165.63,1
8109,Oregon State,Arizona State,Arizona State,Oregon State,31,7,4,11,11,2,2,False,9,Rush,0.935861989561205,182.01,165.63,1
8110,Oregon State,Arizona State,Arizona State,Oregon State,31,7,4,2,2,1,2,False,2,Rush,,182.01,165.63,1
8111,Oregon State,Arizona State,Arizona State,Oregon State,31,7,4,4,4,2,4,False,3,Rush,-0.1201079887315895,182.01,165.63,1
8112,Oregon State,Arizona State,Arizona State,Oregon State,31,7,4,7,7,3,7,False,2,Rush,-0.16799752909024,182.01,165.63,1
8113,Oregon State,Oregon,Oregon State,Oregon,3,7,1,86,14,2,3,False,10,Rush,0.628696681437662,182.01,142.71,1
8114,Oregon State,Oregon,Oregon State,Oregon,3,7,1,96,4,1,4,False,1,Rush,-0.523234095246118,182.01,142.71,1
8115,Oregon State,Oregon,Oregon State,Oregon,3,7,1,97,3,2,3,False,1,Rush,-0.333405670102768,182.01,142.71,1
8116,Oregon State,Oregon,Oregon State,Oregon,3,7,1,98,2,3,2,False,1,Rush,-0.24092369079324,182.01,142.71,1
8117,Oregon State,Oregon,Oregon State,Oregon,10,7,1,99,1,4,1,True,1,Rushing Touchdown,2.785753974856101,182.01,142.71,1
8118,Oregon State,Oregon,Oregon State,Oregon,10,7,2,86,14,1,10,False,3,Rush,-0.1007251569352445,182.01,142.71,1
8119,Oregon State,Oregon,Oregon State,Oregon,10,7,2,89,11,2,7,False,5,Rush,0.062277956997449,182.01,142.71,1
8120,Oregon State,Oregon,Oregon State,Oregon,10,7,2,94,6,3,2,False,1,Rush,-0.266841768784101,182.01,142.71,1
8121,Oregon,Oregon State,Oregon State,Oregon,14,10,2,16,16,1,10,False,7,Pass Reception,0.3060293004171264,285.13,72.12,1
8122,Oregon,Oregon State,Oregon State,Oregon,14,10,2,9,9,2,3,True,9,Passing Touchdown,2.262693420875248,285.13,72.12,1
8123,Oregon,Oregon State,Oregon State,Oregon,21,10,3,2,2,1,2,True,2,Rushing Touchdown,1.213235297672098,285.13,72.12,1
8124,Oregon,Oregon State,Oregon State,Oregon,21,10,3,19,19,1,10,False,3,Rush,-0.114691276393927,285.13,72.12,1
8125,Oregon,Oregon State,Oregon State,Oregon,21,10,3,16,16,2,7,False,11,Pass Reception,0.835358064472576,285.13,72.12,1
8126,Oregon,Oregon State,Oregon State,Oregon,28,10,3,5,5,1,5,True,5,Rushing Touchdown,1.883780840558874,285.13,72.12,1
8127,Oregon State,Oregon,Oregon State,Oregon,17,31,3,96,4,1,4,True,4,Rushing Touchdown,1.688190518713975,182.01,142.71,1
8128,Oregon,Oregon State,Oregon State,Oregon,31,17,3,14,14,2,2,False,4,Rush,-0.330855269173704,285.13,72.12,1
8129,Oregon,Oregon State,Oregon State,Oregon,31,17,3,10,10,2,10,False,1,Rush,-0.2108927532308514,285.13,72.12,1
8130,Oregon,Oregon State,Oregon State,Oregon,31,17,3,9,9,3,9,False,3,Rush,-0.1175085805006936,285.13,72.12,1
8131,Oregon State,Oregon,Oregon State,Oregon,24,34,4,85,15,1,10,True,15,Rushing Touchdown,2.558199089565083,182.01,142.71,1
8132,Oregon State,Oregon,Oregon State,Oregon,24,34,4,98,2,1,2,False,1,Rush,-0.687116939800908,182.01,142.71,1
8133,Oregon State,Oregon,Oregon State,Oregon,31,34,4,99,1,2,1,True,1,Rushing Touchdown,1.900352237473006,182.01,142.71,1
8134,Oregon State,Oregon,Oregon State,Oregon,31,34,4,83,17,1,10,False,7,Rush,0.307369563857817,182.01,142.71,1
8135,Oregon State,Oregon,Oregon State,Oregon,31,34,4,90,10,2,3,False,4,Rush,0.22004376786132,182.01,142.71,1
8136,Oregon State,Oregon,Oregon State,Oregon,38,34,4,94,6,1,6,True,6,Rushing Touchdown,2.052489771065277,182.01,142.71,1
8137,Oregon,Oregon State,Oregon State,Oregon,34,38,4,5,5,1,5,False,2,Rush,-0.327643773401219,285.13,72.12,1
8138,Oregon,Oregon State,Oregon State,Oregon,34,38,4,3,3,2,3,False,1,Rush,-0.333405670102768,285.13,72.12,1
8139,Penn State,Purdue,Purdue,Penn State,0,3,2,17,17,2,10,False,5,Rush,0.040453596334972,155.15,45.26,1
8140,Penn State,Purdue,Purdue,Penn State,7,3,2,12,12,3,5,True,12,Passing Touchdown,2.879469065359167,155.15,45.26,1
8141,Purdue,Penn State,Purdue,Penn State,3,7,2,88,12,1,10,False,9,Pass Reception,0.6130374969502125,115.72,50.06,1
8142,Purdue,Penn State,Purdue,Penn State,10,7,2,97,3,2,1,True,3,Rushing Touchdown,1.917057045085713,115.72,50.06,1
8143,Penn State,Purdue,Purdue,Penn State,7,10,2,8,8,1,8,False,6,Rush,0.251663043377469,155.15,45.26,1
8144,Penn State,Purdue,Purdue,Penn State,14,10,2,2,2,2,2,True,2,Rushing Touchdown,2.067936525322223,155.15,45.26,1
8145,Purdue,Penn State,Purdue,Penn State,17,21,3,98,2,1,2,True,2,Rushing Touchdown,1.213235297672098,115.72,50.06,1
8146,Purdue,Penn State,Purdue,Penn State,24,21,3,93,7,2,7,True,7,Passing Touchdown,2.607148468017737,115.72,50.06,1
8147,Penn State,Purdue,Purdue,Penn State,35,31,4,10,10,1,10,True,10,Passing Touchdown,2.513826842249442,155.15,45.26,1
8148,Penn State,Ohio,Penn State,Ohio,0,0,1,84,16,1,10,False,15,Rush,1.6307014461719314,155.15,178.27,1
8149,Penn State,Ohio,Penn State,Ohio,7,0,1,99,1,1,1,True,1,Rushing Touchdown,0.938021275120443,155.15,178.27,1
8150,Penn State,Ohio,Penn State,Ohio,16,0,2,86,14,2,10,False,6,Pass Reception,0.1121725579727996,155.15,178.27,1
8151,Ohio,Penn State,Penn State,Ohio,0,19,2,18,18,1,10,False,17,Pass Reception,1.653771433950148,157.96,50.06,1
8152,Ohio,Penn State,Penn State,Ohio,7,19,2,1,1,1,1,True,1,Rushing Touchdown,0.938021275120443,157.96,50.06,1
8153,Penn State,Ohio,Penn State,Ohio,26,7,2,93,7,1,7,True,7,Passing Touchdown,2.196754630327211,155.15,178.27,1
8154,Ohio,Penn State,Penn State,Ohio,7,46,4,7,7,1,7,False,4,Rush,-0.014669983632882,157.96,50.06,1
8155,Penn State,Auburn,Auburn,Penn State,7,3,1,7,7,2,7,True,7,Rushing Touchdown,2.607148468017737,155.15,117.07,1
